-----------------------------------------------------------------------------
   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SKNT   THTA   THTE   THTV
   84.4  17192  -62.9  -86.9      3   0.00    234     32  426.1  426.1  426.1
   84.0  17222  -63.1  -87.0      3   0.00    235     33  426.3  426.4  426.3
   80.0  17521  -64.7  -87.8      3   0.00    245     31  429.0  429.0  429.0
   79.5  17560  -64.9  -87.9      3   0.00    243     31  429.3  429.3  429.3
   78.0  17677  -64.7  -87.9      3   0.00    235     29  432.0  432.0  432.0
   74.0  17999  -64.2  -87.8      3   0.00    250     26  439.6  439.6  439.6
   71.0  18253  -63.8  -87.7      3   0.00    225     26  445.7  445.7  445.7
   70.0  18340  -63.7  -87.7      3   0.00    230     26  447.8  447.8  447.8
   68.7  18455  -62.5  -87.5      2   0.00    241     26  452.8  452.8  452.8
   67.0  18607  -62.8  -87.6      2   0.00    255     26  455.4  455.4  455.4
   64.0  18887  -63.3  -87.9      2   0.00    255     23  460.2  460.2  460.2
   63.0  18982  -63.5  -87.9      2   0.00    250     22  461.9  461.9  461.9
   61.0  19179  -63.9  -88.1      2   0.00    240     26  465.4  465.4  465.4
   50.2  20366  -66.1  -89.1      3   0.00    240     37  486.8  486.8  486.8
   50.0  20390  -65.9  -88.9      3   0.00    240     37  487.8  487.8  487.8
   47.0  20768  -64.9  -88.7      2   0.00    245     36  498.9  498.9  498.9
   43.0  21312  -63.4  -88.3      2   0.00    235     39  515.4  515.4  515.4
   42.7  21355  -63.3  -88.3      2   0.00    235     39  516.7  516.7  516.7
   40.0  21756  -64.2  -89.2      2   0.00    240     43  524.2  524.3  524.2
   39.6  21817  -64.3  -89.3      2   0.00    243     42  525.4  525.4  525.4
   39.0  21911  -62.5  -88.5      2   0.00    247     41  532.2  532.3  532.2
   38.0  22070  -63.1  -88.7      2   0.00    255     38  534.7  534.8  534.7
   36.0  22400  -64.3  -89.1      2   0.00    235     32  539.9  539.9  539.9
   34.0  22749  -65.6  -89.5      2   0.00    235     41  545.4  545.4  545.4
   32.1  23101  -66.9  -89.9      3   0.00    244     40  550.9  551.0  550.9
   31.0  23312  -66.7  -90.2      2   0.00    250     39  557.0  557.0  557.0
   30.0  23510  -66.5  -90.5      2   0.00    245     46  562.8  562.8  562.8
   29.0  23713  -66.8  -90.7      2   0.00    250     51  567.4  567.4  567.4
   26.0  24368  -67.8  -91.1      2   0.00    245     42  582.5  582.5  582.5
   24.0  24847  -68.6  -91.5      2   0.00    250     45  593.8  593.8  593.8
   23.0  25102  -69.0  -91.7      3   0.00    240     52  599.9  599.9  599.9
   20.0  25940  -70.3  -92.3      3   0.00    250     59  620.3  620.3  620.3
   19.8  26000  -70.7  -92.7      3   0.00    250     60  620.9  620.9  620.9
   17.0  26905  -70.5  -92.8      3   0.00    255     78  649.3  649.3  649.3
   15.0  27648  -70.3  -92.8      2   0.00    260     65  673.6  673.6  673.6
   12.0  28973  -69.9  -92.9      2   0.01   -999   -999  719.2  719.2  719.2
